id_usuario,correo_electronico,contrasena,nombre,numero_movil,ubicacion,basura_papel,basura_plastico,basura_resto,basura_organico,basura_cristal,no_recicla,edad,genero,estado_civil,hijos,tipo_vivienda,nivel_estudios,profesion,creado_en,actualizado_en
7202,lillopiedad@example.org,Rq07Hv^qH_,Porfirio Raya Armengol,+34873060727,Barcelona,1,1,0,1,1,0,69,femenino,casado/casada,2,piso,sin estudios,abogado/a,2021-03-01 00:00:00,2021-10-14 00:00:00
7203,zsanz@example.com,TF9(R3Gr*z,René Lorenzo Comas,+34922685445,Barcelona,1,0,0,0,0,0,31,femenino,soltero/soltera,0,apartamento,educación secundaria,contador/a,2021-06-01 00:00:00,2021-11-13 00:00:00
7204,aaronborja@example.org,IB_Z3xyh0*,Moisés Nogueira Verdú,+34 976 85 57 90,Barcelona,0,0,0,1,1,0,21,femenino,soltero/soltera,0,piso,educación primaria,contador/a,2021-11-27 00:00:00,2021-12-13 00:00:00
7205,banossaturnino@example.com,J$y8LEnj!*,Jonatan Camino Balaguer,+34 972 02 52 77,Barcelona,1,1,1,1,1,0,70,masculino,separado/separada,2,apartamento,bachillerato,comerciante,2021-07-11 00:00:00,2021-08-22 00:00:00
7206,barriosbenita@example.com,$1hPrMjuJ5,Juan Manuel Salom Cruz,+34981 783 485,Barcelona,0,1,0,1,1,0,58,femenino,casado/casada,2,piso,posgrado (maestría/máster),ingeniero/a,2021-05-20 00:00:00,2021-09-21 00:00:00
7207,odalisjordan@example.net,$3Ok%DgJU+,Irma Hervia Arnal,+34 978 12 31 92,Barcelona,1,1,0,1,0,0,48,femenino,soltero/soltera,0,piso,educación secundaria,contador/a,2021-06-17 00:00:00,2021-08-04 00:00:00
7208,hgabaldon@example.com,_7aS8Vz)b0,Juan Pablo Domínguez,+34843146662,Barcelona,0,1,0,1,0,0,69,femenino,separado/separada,3,piso,técnico o formación profesional,administrativo/a,2021-03-10 00:00:00,2021-12-21 00:00:00
7209,salvador37@example.com,vfT4xVQ4_@,Felisa Villar Verdú,+34806324939,Barcelona,1,0,0,0,0,0,35,femenino,casado/casada,0,apartamento,posgrado (maestría/máster),programador/a,2021-09-11 00:00:00,2021-11-10 00:00:00
7210,angeles05@example.com,!A48JAu4hU,Josefina Oller Bilbao,+34912014309,Barcelona,1,1,1,0,1,0,24,masculino,soltero/soltera,0,piso,educación secundaria,administrativo/a,2021-08-06 00:00:00,2021-09-16 00:00:00
7211,olgabusquets@example.net,TcO)y0Yoq*,Pastor Peinado Gimenez,+34842 158 973,Barcelona,1,1,0,0,1,0,45,femenino,soltero/soltera,0,piso,sin estudios,obrero/a,2021-11-19 00:00:00,2021-12-08 00:00:00
7212,nserrano@example.org,+OMz(VSOs5,Alma Vallejo Roldán,+34843 731 736,Barcelona,0,1,1,1,1,0,22,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),programador/a,2021-01-17 00:00:00,2021-10-03 00:00:00
7213,xguardia@example.net,!8eNEVuIAA,Lalo Arnau Paniagua,+34 926 900 346,Barcelona,1,1,0,0,0,0,41,femenino,soltero/soltera,0,piso,técnico o formación profesional,periodista,2021-05-20 00:00:00,2021-08-19 00:00:00
7214,jacinta94@example.com,ES%WkQMO^8,Genoveva de Izaguirre,+34 955143306,Barcelona,1,1,0,0,0,0,21,femenino,soltero/soltera,0,piso,educación primaria,programador/a,2021-11-01 00:00:00,2021-11-09 00:00:00
7215,aaronroura@example.com,t$5F)IMg$Z,Gilberto Vila Pablo,+34972842677,Barcelona,1,0,1,1,0,0,54,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),médico/a,2021-10-05 00:00:00,2021-10-07 00:00:00
7216,juan-pablodaza@example.net,!ODSd!L0o2,Celso Moisés Belda Busquets,+34707 13 23 65,Barcelona,1,1,0,1,1,0,32,masculino,soltero/soltera,0,piso,técnico o formación profesional,contador/a,2021-04-11 00:00:00,2021-08-27 00:00:00
7217,africa08@example.com,r@8o0HSx!Q,Modesta Rebeca Rueda Garriga,+34 962283164,Barcelona,1,1,1,0,0,0,41,masculino,casado/casada,1,piso,bachillerato,trabajador/a social,2021-11-02 00:00:00,2021-11-16 00:00:00
7218,ursulacarrillo@example.net,!4MDbUhIaB,Amado del Molins,+34826750320,Barcelona,1,1,0,1,0,0,78,masculino,separado/separada,2,piso,doctorado,arquitecto/a,2021-07-20 00:00:00,2021-08-30 00:00:00
7219,ana26@example.com,#c6X*eEri_,Mohamed Carpio Cuenca,+34841 92 25 64,Barcelona,1,1,0,0,0,0,27,femenino,soltero/soltera,0,piso,educación secundaria,asistente administrativo/a,2021-09-14 00:00:00,2021-12-22 00:00:00
7220,adriana52@example.com,_w&7kCEfIh,Osvaldo Huerta,+34 803 930 833,Barcelona,1,0,0,1,0,0,25,masculino,soltero/soltera,0,piso,universidad(licenciatura/grado),administrativo/a,2021-03-22 00:00:00,2021-08-21 00:00:00
7221,joseestevez@example.org,I)G87XosQf,Alicia de Sanchez,+34 854146572,Barcelona,1,1,0,1,0,0,34,masculino,soltero/soltera,0,piso,educación primaria,profesor/a,2021-02-02 00:00:00,2021-04-07 00:00:00
7222,solerteofila@example.org,KmB%2IBg@4,Nicanor Ruano Viana,+34846 20 79 11,Barcelona,1,1,1,1,1,0,19,masculino,soltero/soltera,0,piso,bachillerato,asistente administrativo/a,2021-08-25 00:00:00,2021-10-18 00:00:00
7223,ines67@example.net,_2!F0Y%e^*,Paula Colom-Bosch,+34979 819 721,Barcelona,0,1,1,1,1,0,20,masculino,soltero/soltera,0,loft,universidad(licenciatura/grado),empresario/a,2021-12-12 00:00:00,2021-12-29 00:00:00
7224,marmoljuan-manuel@example.com,LSqe0F6w*5,Rosalía Haro Valera,+34821110431,Barcelona,1,1,1,0,1,0,27,masculino,soltero/soltera,0,piso,educación secundaria,comerciante,2021-01-03 00:00:00,2021-12-26 00:00:00
7225,gelabertgabriel@example.com,$m1Jzzrc8!,Joel Águila Bejarano,+34921 36 76 48,Barcelona,1,1,0,0,0,0,67,femenino,casado/casada,0,piso,técnico o formación profesional,administrativo/a,2021-05-27 00:00:00,2021-06-03 00:00:00
7226,feliciahernando@example.org,Sb*3T2Yg(V,Julián Abella Amores,+34886694642,Barcelona,0,1,1,0,0,0,21,masculino,soltero/soltera,0,piso,universidad(licenciatura/grado),periodista,2021-08-17 00:00:00,2021-11-01 00:00:00
7227,dmelero@example.com,m3T8h73o&W,Aurelio Landa Aroca,+34986 07 56 63,Barcelona,1,1,0,1,0,0,53,masculino,casado/casada,0,apartamento,sin estudios,obrero/a,2021-09-09 00:00:00,2021-10-31 00:00:00
7228,leire74@example.org,+j+2En09S$,Rafaela Riba,+34871 68 56 99,Barcelona,1,0,1,0,1,0,18,masculino,soltero/soltera,0,piso,universidad(licenciatura/grado),artista,2021-12-24 00:00:00,2021-12-28 00:00:00
7229,hozcamilo@example.org,!jGqVsFl0C,Daniela Lago,+34957238576,Barcelona,0,1,0,0,0,0,21,femenino,soltero/soltera,0,piso,técnico o formación profesional,trabajador/a social,2021-05-15 00:00:00,2021-08-07 00:00:00
7230,mbenitez@example.org,+oSpF7_^5z,Fito Torrents Serrano,+34983 27 12 01,Barcelona,1,1,0,1,1,0,27,masculino,soltero/soltera,0,apartamento,técnico o formación profesional,empresario/a,2021-01-25 00:00:00,2021-03-09 00:00:00
7231,barbara09@example.org,z0$9Trpj(c,Juan Luis Nacio Sotelo Villegas,+34 955 67 13 72,Barcelona,1,0,1,1,1,0,51,masculino,casado/casada,0,apartamento,técnico o formación profesional,investigador/a,2021-08-31 00:00:00,2021-10-08 00:00:00
7232,florinabelda@example.com,*tr+7XBtx8,Olimpia de Alsina,+34949 03 36 45,Barcelona,0,1,0,0,0,0,23,masculino,soltero/soltera,0,piso,universidad(licenciatura/grado),médico/a,2021-10-27 00:00:00,2021-12-24 00:00:00
7233,vilaltaarcelia@example.org,+Y8$L2greu,Nacho Salcedo Busquets,+34879 15 32 13,Barcelona,1,0,0,0,0,0,54,masculino,soltero/soltera,0,piso,universidad(licenciatura/grado),trabajador/a social,2021-05-10 00:00:00,2021-11-07 00:00:00
7234,gllabres@example.com,)(7vuREuqm,Celia Muro Ortiz,+34 827 643 526,Barcelona,1,1,0,1,1,0,23,masculino,soltero/soltera,0,piso,técnico o formación profesional,arquitecto/a,2021-11-11 00:00:00,2021-11-28 00:00:00
7235,casalruperta@example.org,@1wBo@)gP4,José Armas Tamayo,+34975 446 635,Barcelona,0,1,1,0,0,0,29,masculino,soltero/soltera,0,piso,educación secundaria,artista,2021-01-21 00:00:00,2021-09-21 00:00:00
7236,sigfridosolsona@example.org,l1oO%lQw^),Nidia Villanueva Martin,+34923 442 072,Barcelona,1,1,0,1,0,0,31,femenino,soltero/soltera,0,piso,técnico o formación profesional,diseñador/a,2021-12-12 00:00:00,2021-12-30 00:00:00
7237,romulo12@example.com,+yc7DQHj@6,Eutimio Carro Villar,+34925 84 94 08,Barcelona,0,1,0,0,0,0,25,masculino,soltero/soltera,0,apartamento,técnico o formación profesional,programador/a,2021-08-10 00:00:00,2021-11-05 00:00:00
7238,kike54@example.org,+CJTlHx24#,Dimas Espiridión Prieto Tapia,+34824 122 628,Barcelona,1,1,1,0,0,0,79,masculino,casado/casada,2,piso,bachillerato,programador/a,2021-07-26 00:00:00,2021-08-22 00:00:00
7239,elvira26@example.org,iI#!4Ua14J,Lucio del Pulido,+34920 654 183,Barcelona,1,1,0,0,1,0,55,masculino,soltero/soltera,0,piso,educación secundaria,comerciante,2021-02-15 00:00:00,2021-06-09 00:00:00
7240,jose-ignacio97@example.org,$6uaVK2gM#,Ruben Moles Acedo,+34 914 48 12 34,Barcelona,1,1,0,1,0,0,34,femenino,casado/casada,2,piso,doctorado,investigador/a,2021-08-17 00:00:00,2021-12-27 00:00:00
7241,juan-joseestrada@example.org,nE9deImb#l,Morena Quintero Benavente,+34826401606,Barcelona,0,0,0,1,1,0,51,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),artista,2021-07-14 00:00:00,2021-12-03 00:00:00
7242,carolinaaller@example.net,U^9OaIL*#y,Manu Avilés Planas,+34 803 704 101,Barcelona,1,0,0,1,0,0,29,masculino,soltero/soltera,0,piso,bachillerato,administrativo/a,2021-04-10 00:00:00,2021-09-09 00:00:00
7243,donosoantonia@example.net,j7A*HUpu@Y,Ramona Lorenza Posada Tejada,+34 735 496 083,Barcelona,1,1,0,1,1,0,63,femenino,viudo/viuda,1,piso,bachillerato,médico/a,2021-09-01 00:00:00,2021-12-26 00:00:00
7244,ignacia76@example.org,^1YNoELGjC,Nicodemo Vilar-Palomo,+34806777063,Barcelona,1,1,0,1,0,0,47,femenino,casado/casada,0,piso,técnico o formación profesional,obrero/a,2021-09-01 00:00:00,2021-10-24 00:00:00
7245,garridopancho@example.org,b*0jUjGcTe,Jose del Albero,+34971 15 50 72,Barcelona,0,1,0,0,0,0,24,femenino,soltero/soltera,0,loft,universidad(licenciatura/grado),contador/a,2021-10-02 00:00:00,2021-10-21 00:00:00
7246,mohamedmolins@example.com,&b8(JhPrM2,Domitila Ojeda Badía,+34 925 68 19 71,Barcelona,1,1,1,0,0,0,25,femenino,soltero/soltera,0,piso,bachillerato,administrativo/a,2021-06-11 00:00:00,2021-10-29 00:00:00
7247,guillenisaura@example.org,(3Psejf^0I,Eva María Company Ramos,+34 984 08 96 40,Barcelona,1,1,0,0,1,0,55,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),investigador/a,2021-04-02 00:00:00,2021-08-23 00:00:00
7248,raul80@example.net,)f2hfWIaw2,Alexandra del Alemany,+34 872 63 73 78,Barcelona,1,1,1,0,0,0,20,masculino,soltero/soltera,0,piso,universidad(licenciatura/grado),médico/a,2021-06-03 00:00:00,2021-09-12 00:00:00
7249,rocamoraroberta@example.net,BG&3HNfG*A,Lilia Valentín Ramón,+34 941 84 75 60,Barcelona,1,1,1,0,1,0,39,femenino,soltero/soltera,0,apartamento,educación secundaria,ingeniero/a,2021-09-10 00:00:00,2021-12-23 00:00:00
7250,leticia52@example.com,B$P5W9yTdC,Marco Porta Arjona,+34 983439469,Barcelona,1,1,1,1,1,0,32,masculino,casado/casada,2,apartamento,educación secundaria,profesor/a,2021-09-23 00:00:00,2021-10-17 00:00:00
7251,catalanmarcio@example.com,+hODTAHtC5,María Luisa Visitación Vallejo Castell,+34 843999878,Barcelona,0,1,1,0,0,0,25,masculino,soltero/soltera,0,piso,bachillerato,artista,2021-04-12 00:00:00,2021-10-13 00:00:00
7252,sol82@example.net,G(h9Ie)Na),Baldomero Valcárcel-Izquierdo,+34 868827539,Barcelona,1,1,1,0,1,0,23,femenino,soltero/soltera,0,piso,técnico o formación profesional,empresario/a,2021-06-16 00:00:00,2021-06-29 00:00:00
7253,berrocalsancho@example.org,&6vq2YWl5^,Eugenio Mata,+34 982 046 952,Barcelona,1,1,1,1,1,0,48,masculino,casado/casada,1,piso,posgrado (maestría/máster),diseñador/a,2021-02-26 00:00:00,2021-12-01 00:00:00
7254,natanael22@example.org,P5HM@xVh)F,Gustavo Neira Pedrero,+34988 69 65 95,Barcelona,1,1,0,0,1,0,20,femenino,soltero/soltera,0,piso,bachillerato,agricultor/a,2021-11-17 00:00:00,2021-11-23 00:00:00
7255,alexarevalo@example.org,@r8LUdUJ@7,Roque Olivares Adán,+34872 842 540,Barcelona,1,1,0,0,0,0,18,femenino,soltero/soltera,0,piso,doctorado,otro,2021-09-05 00:00:00,2021-10-01 00:00:00
7256,lorenza27@example.org,!P5qNWbNKR,Rafaela Prat-Seguí,+34949 797 265,Barcelona,1,1,1,0,1,0,23,femenino,soltero/soltera,0,piso,técnico o formación profesional,estudiante,2021-05-28 00:00:00,2021-08-24 00:00:00
7257,guilleneusebio@example.org,_5k+aoR5vb,Bienvenida Gonzalo Mariño,+34 982 822 002,Barcelona,1,1,0,0,0,0,29,femenino,soltero/soltera,0,apartamento,educación secundaria,comerciante,2021-01-03 00:00:00,2021-05-02 00:00:00
7258,florencio52@example.org,v@j^7iNr@F,Nacio Aznar Vallejo,+34807003805,Barcelona,1,1,1,0,0,0,20,masculino,soltero/soltera,0,piso,bachillerato,periodista,2021-11-20 00:00:00,2021-12-06 00:00:00
7259,maria-cristinarivera@example.org,FY%+5VNsBB,Amalia Novoa-Ramirez,+34868 80 95 02,Barcelona,0,1,1,0,0,0,18,masculino,soltero/soltera,0,piso,universidad(licenciatura/grado),diseñador/a,2021-08-07 00:00:00,2021-11-07 00:00:00
7260,allerasuncion@example.com,1nQFlEh*^&,Juan Bautista Rivas Exposito,+34 885 51 37 36,Barcelona,1,1,0,0,1,0,56,femenino,casado/casada,2,piso,educación primaria,diseñador/a,2021-03-17 00:00:00,2021-12-23 00:00:00
7261,santiagoangel@example.org,Bq)#8Cn!O7,Perlita Muñoz-Rosado,+34 841 955 778,Barcelona,1,1,0,0,0,0,20,masculino,soltero/soltera,0,piso,universidad(licenciatura/grado),abogado/a,2021-05-01 00:00:00,2021-09-08 00:00:00
7262,hectorcodina@example.org,67WUa0tp)9,Ceferino Villa Teruel,+34 979 59 93 63,Barcelona,0,1,1,0,0,0,74,femenino,casado/casada,2,piso,educación secundaria,programador/a,2021-07-21 00:00:00,2021-11-25 00:00:00
7263,ngarzon@example.com,%5Qta(_ue&,Laura Blázquez-Palmer,+34944653551,Barcelona,1,1,1,0,0,0,25,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),programador/a,2021-05-12 00:00:00,2021-12-03 00:00:00
7264,david22@example.net,*x(3VgEe#8,Luisina Barriga,+34873 571 568,Barcelona,0,1,0,0,0,0,32,masculino,casado/casada,2,loft,universidad(licenciatura/grado),abogado/a,2021-03-16 00:00:00,2021-12-09 00:00:00
7265,fabregasflavia@example.com,@n2A^CqUFY,Remigio de Manuel,+34949 306 470,Barcelona,1,1,1,0,0,0,47,femenino,casado/casada,0,piso,bachillerato,obrero/a,2021-01-05 00:00:00,2021-12-06 00:00:00
7266,eriera@example.net,+JEQ4CCghQ,Lorena Menendez Fabregat,+34902 23 71 42,Barcelona,1,0,1,1,0,0,76,femenino,casado/casada,2,piso,universidad(licenciatura/grado),administrativo/a,2021-11-06 00:00:00,2021-12-10 00:00:00
7267,uorozco@example.com,S1FKEr+8^P,Blanca Martorell Ripoll,+34 701 548 973,Barcelona,1,1,1,0,1,0,32,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),programador/a,2021-02-09 00:00:00,2021-07-22 00:00:00
7268,barcoagustin@example.org,#$X2TBEmmD,Héctor Gilabert Ferreras,+34800040209,Barcelona,1,1,1,0,1,0,25,masculino,soltero/soltera,0,piso,sin estudios,otro,2021-05-25 00:00:00,2021-12-07 00:00:00
7269,msantamaria@example.net,_48ZgyEmT!,Lucho Capdevila Segovia,+34878 73 32 01,Barcelona,0,1,1,0,0,0,18,masculino,soltero/soltera,0,piso,educación primaria,estudiante,2021-05-03 00:00:00,2021-09-08 00:00:00
7270,tenabuenaventura@example.com,0@HWH@B2Zw,Teo Conde Peñalver,+34 975734217,Barcelona,0,0,0,1,0,0,70,femenino,viudo/viuda,2,piso,educación primaria,abogado/a,2021-11-06 00:00:00,2021-11-17 00:00:00
7271,borjamarcelo@example.net,!t7#%Itf_w,Marc Ferrándiz Abril,+34 824146022,Barcelona,1,1,0,1,1,0,31,masculino,casado/casada,2,piso,bachillerato,investigador/a,2021-06-11 00:00:00,2021-12-19 00:00:00
7272,florentino87@example.org,iz2)UpRx%_,Marc del Lastra,+34 984 55 67 11,Barcelona,1,1,1,0,0,0,72,femenino,separado/separada,2,apartamento,técnico o formación profesional,investigador/a,2021-02-28 00:00:00,2021-06-24 00:00:00
7273,americocerezo@example.com,#0dwCRMTax,Cándida Amo Silva,+34 730735207,Barcelona,1,1,0,0,0,0,31,masculino,soltero/soltera,0,apartamento,universidad(licenciatura/grado),estudiante,2021-11-26 00:00:00,2021-12-30 00:00:00
7274,amadorrebollo@example.com,jG4M^F7f+0,Asdrubal Roberto Cardona Cid,+34 714 80 30 65,Barcelona,1,1,0,0,0,0,66,femenino,casado/casada,2,piso,universidad(licenciatura/grado),diseñador/a,2021-11-28 00:00:00,2021-12-01 00:00:00
7275,roberta17@example.net,BU(Q76IpEb,Felicidad Serna Díaz,+34 931 836 655,Barcelona,1,1,0,0,0,0,24,femenino,soltero/soltera,0,piso,educación primaria,asistente administrativo/a,2021-12-01 00:00:00,2021-12-22 00:00:00
7276,qguitart@example.com,V&5SEO7qWR,Socorro Calleja Dalmau,+34 983 93 16 72,Barcelona,1,1,0,0,0,0,33,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),ingeniero/a,2021-09-15 00:00:00,2021-12-18 00:00:00
7277,lillosamu@example.com,_6sNfGtWz0,Noelia Alcázar Somoza,+34 822422476,Barcelona,1,0,0,0,0,0,26,masculino,soltero/soltera,0,piso,sin estudios,diseñador/a,2021-08-27 00:00:00,2021-10-22 00:00:00
7278,yorozco@example.org,X%5zKMZqg*,Octavio Román Paredes,+34 927115160,Barcelona,1,1,0,1,1,0,34,masculino,soltero/soltera,0,apartamento,educación secundaria,programador/a,2021-12-29 00:00:00,2021-12-29 00:00:00
7279,sofia39@example.net,!W*%htscU0,Calisto Asenjo Ródenas,+34 849 327 451,Barcelona,0,0,1,0,0,0,46,femenino,soltero/soltera,0,apartamento,educación secundaria,médico/a,2021-11-30 00:00:00,2021-12-16 00:00:00
7280,constanzaamoros@example.org,*3Ze!Bpgh1,Primitiva Arellano Escalona,+34 915 50 57 50,Barcelona,1,1,0,0,0,0,22,masculino,soltero/soltera,0,piso,universidad(licenciatura/grado),contador/a,2021-05-14 00:00:00,2021-09-22 00:00:00
7281,mateuperla@example.net,78HPOeox@*,Ovidio Navarro Gisbert,+34827 61 43 71,Barcelona,1,1,0,1,0,0,58,femenino,casado/casada,1,piso,técnico o formación profesional,asistente administrativo/a,2021-11-02 00:00:00,2021-12-17 00:00:00
7282,nacho29@example.org,^ZFoxbAq00,Tito Tirado,+34980 597 933,Barcelona,1,1,0,1,1,0,26,masculino,soltero/soltera,0,apartamento,doctorado,programador/a,2021-12-22 00:00:00,2021-12-28 00:00:00
7283,sandovaljeronimo@example.net,^7lrGNtJLq,Alexandra del Piñeiro,+34 976 95 60 94,Barcelona,1,1,1,0,1,0,27,masculino,soltero/soltera,0,piso,posgrado (maestría/máster),asistente administrativo/a,2021-09-20 00:00:00,2021-11-09 00:00:00
7284,alvaro78@example.com,#95RRAjxO#,Bonifacio Méndez Blazquez,+34883 449 904,Barcelona,1,0,0,0,1,0,46,masculino,casado/casada,0,piso,posgrado (maestría/máster),médico/a,2021-11-15 00:00:00,2021-11-15 00:00:00
7285,lupitamanso@example.net,N#6L270mlE,Toribio Samper,+34 943405546,Barcelona,1,1,0,0,0,0,20,femenino,soltero/soltera,0,piso,bachillerato,trabajador/a social,2021-06-25 00:00:00,2021-10-07 00:00:00
7286,fernandezrosario@example.org,5*kX0yFr%k,Humberto Bartolomé,+34 963 087 470,Barcelona,1,1,1,0,0,0,71,femenino,casado/casada,1,piso,universidad(licenciatura/grado),trabajador/a social,2021-08-03 00:00:00,2021-12-09 00:00:00
7287,auroraesparza@example.org,44Mlqr+5)t,José Antonio Saura Alvarado,+34920 980 375,Barcelona,1,1,1,1,1,0,44,femenino,casado/casada,0,piso,técnico o formación profesional,profesor/a,2021-12-10 00:00:00,2021-12-12 00:00:00
7288,rodriguezricarda@example.com,R71XPyco)%,Aurelia Garrido Rozas,+34 924 536 240,Barcelona,0,1,1,0,1,0,37,femenino,casado/casada,1,piso,técnico o formación profesional,asistente administrativo/a,2021-08-06 00:00:00,2021-10-20 00:00:00
7289,hcasas@example.net,FVMBtAM6@9,Roberta Valle-Sanmiguel,+34871237024,Barcelona,1,1,0,1,1,0,20,masculino,soltero/soltera,0,apartamento,técnico o formación profesional,investigador/a,2021-07-06 00:00:00,2021-12-13 00:00:00
7290,almazanbernardita@example.net,$6zGMn@ky+,José Andrade Huguet,+34 978 27 71 84,Barcelona,1,1,0,0,0,0,27,femenino,soltero/soltera,0,piso,técnico o formación profesional,obrero/a,2021-03-12 00:00:00,2021-05-12 00:00:00
7291,jordi99@example.com,)QNONxenp3,Eloísa Juan,+34708 16 39 59,Barcelona,1,1,1,0,0,0,35,masculino,soltero/soltera,0,apartamento,técnico o formación profesional,jardinero/a,2021-04-22 00:00:00,2021-06-19 00:00:00
7292,nfajardo@example.org,4eQ$4RQikB,Luís Montaña,+34669 911 757,Barcelona,1,1,1,1,0,0,19,femenino,soltero/soltera,0,piso,doctorado,comerciante,2021-06-07 00:00:00,2021-06-22 00:00:00
7293,amosalomon@example.com,fw+7k6CbJK,Paula Carolina Quintana Manzano,+34 986 200 108,Barcelona,1,1,0,0,1,0,29,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),obrero/a,2021-01-22 00:00:00,2021-08-30 00:00:00
7294,tomassevilla@example.com,iOOY!Yij#7,Hipólito Roldan Piquer,+34 976177902,Barcelona,0,1,0,0,0,0,55,masculino,soltero/soltera,0,piso,sin estudios,diseñador/a,2021-02-18 00:00:00,2021-06-30 00:00:00
7295,amorosmilagros@example.com,c2R5P5ut_z,Loida de Arco,+34 985 773 517,Barcelona,1,1,0,1,1,0,27,masculino,soltero/soltera,0,piso,técnico o formación profesional,arquitecto/a,2021-08-07 00:00:00,2021-10-13 00:00:00
7296,carlotacarrasco@example.com,M4Z4R8Kt@v,Antonia Gargallo-Herrera,+34986 20 73 39,Barcelona,1,1,0,1,0,0,71,femenino,casado/casada,0,piso,universidad(licenciatura/grado),estudiante,2021-11-23 00:00:00,2021-12-23 00:00:00
7297,uredondo@example.com,xf$5bHqnUW,Álvaro Amaro Aragonés Simó,+34 984 89 40 51,Barcelona,1,1,0,0,1,0,22,masculino,soltero/soltera,0,loft,técnico o formación profesional,comerciante,2021-08-25 00:00:00,2021-09-24 00:00:00
7298,cgalindo@example.net,k@H5QVbh@B,Inmaculada Pablo Vilanova,+34 845670274,Barcelona,1,1,0,0,1,0,29,masculino,soltero/soltera,0,apartamento,universidad(licenciatura/grado),ingeniero/a,2021-09-14 00:00:00,2021-11-10 00:00:00
7299,calzadamohamed@example.com,f#*@3OHkH2,Eloísa Bosch Araujo,+34681 49 47 48,Barcelona,0,1,1,1,1,0,51,femenino,casado/casada,2,piso,educación primaria,otro,2021-05-28 00:00:00,2021-11-03 00:00:00
7300,elpidiocases@example.com,A5+93rSh*e,Ana del Tejera,+34878 464 346,Barcelona,1,1,1,1,0,0,54,femenino,casado/casada,0,apartamento,sin estudios,empresario/a,2021-05-23 00:00:00,2021-08-02 00:00:00
7301,jordibaquero@example.com,&ZZ2IFa8*l,Serafina Alba-Barco,+34983 470 927,Barcelona,1,1,0,0,1,0,72,masculino,viudo/viuda,3,apartamento,educación secundaria,empresario/a,2021-11-14 00:00:00,2021-11-27 00:00:00
7302,ofelia43@example.com,#f0rYNpRE&,Manuela Aguirre Ibarra,+34910 024 162,Barcelona,1,1,0,0,0,0,33,femenino,casado/casada,0,piso,técnico o formación profesional,artista,2021-11-08 00:00:00,2021-12-10 00:00:00
7303,calatayudmaria-teresa@example.net,U+XRn1YqCd,Severiano Bernal Silva,+34 982 85 51 81,Barcelona,1,1,1,0,0,0,66,masculino,viudo/viuda,4,piso,educación primaria,obrero/a,2021-07-30 00:00:00,2021-12-27 00:00:00
7304,alicia05@example.net,aRT4Ospvu@,Tecla Malo Coll,+34 843 28 27 12,Barcelona,1,1,1,1,0,0,19,femenino,soltero/soltera,0,apartamento,técnico o formación profesional,asistente administrativo/a,2021-12-15 00:00:00,2021-12-27 00:00:00
7305,naciosolera@example.net,*Yg3IA&(7r,Aarón Agustí Villar,+34 718245759,Barcelona,1,1,0,0,0,0,40,masculino,soltero/soltera,0,apartamento,educación secundaria,trabajador/a social,2021-04-01 00:00:00,2021-10-28 00:00:00
7306,florenciabelmonte@example.org,&ZrFG*2O0p,Olivia del Duarte,+34800 94 36 99,Barcelona,1,1,1,1,0,0,66,femenino,viudo/viuda,0,piso,posgrado (maestría/máster),abogado/a,2021-09-06 00:00:00,2021-12-11 00:00:00
7307,eliasvictoriano@example.org,KsH%2Licy#,Gerardo Tena Berrocal,+34971863254,Barcelona,1,1,1,0,0,0,27,masculino,soltero/soltera,0,piso,doctorado,periodista,2021-01-03 00:00:00,2021-04-18 00:00:00
7308,adelagiron@example.net,y3L+8Cy+!z,Adriana Gutierrez,+34879 77 77 32,Barcelona,1,1,1,0,0,0,21,masculino,soltero/soltera,0,apartamento,doctorado,contador/a,2021-03-05 00:00:00,2021-12-01 00:00:00
7309,porfirio60@example.net,^9B$2C+$ov,Lorena Enríquez Rico,+34 886108918,Barcelona,1,1,0,0,0,0,23,femenino,soltero/soltera,0,piso,universidad(licenciatura/grado),profesor/a,2021-01-17 00:00:00,2021-08-22 00:00:00
7310,bernardolamas@example.net,1Av&3H2b78,Adán Calvet-Lorenzo,+34 948657566,Barcelona,0,0,0,0,1,0,31,masculino,casado/casada,0,piso,universidad(licenciatura/grado),obrero/a,2021-07-25 00:00:00,2021-09-04 00:00:00
7311,ligiamorcillo@example.org,*@1)geZu)z,Juanita Gonzalo Valera,+34 844 69 91 40,Barcelona,1,1,0,1,1,0,72,masculino,viudo/viuda,4,piso,técnico o formación profesional,trabajador/a social,2021-11-08 00:00:00,2021-12-26 00:00:00
7312,canalesalex@example.net,$4QKW4oYSG,Mariana Peinado Merino,+34 921641509,Barcelona,1,0,0,0,0,0,26,masculino,soltero/soltera,0,piso,bachillerato,programador/a,2021-01-16 00:00:00,2021-05-05 00:00:00
7313,camila69@example.org,q+52PQSz4Q,Alexandra del Segovia,+34 928 29 44 24,Barcelona,1,1,0,1,0,0,69,femenino,separado/separada,3,piso,doctorado,agricultor/a,2021-01-07 00:00:00,2021-05-26 00:00:00
